,日期,片名,实时票房,票房占比,排片占比,上座率,排座占比,场次,人次,场均人次,场均收入,平均票价
0,2018-01-01,前任3：再见前任,1.24亿,33.77,20.55,76.35,22.33,6.48万,351.53万,55,1912,35
1,2018-01-01,芳华,6299.2万,17.16,14.76,47.93,18.23,4.66万,180.16万,39,1352,34
2,2018-01-01,妖铃铃,5009.5万,13.64,18.22,39.32,17.73,5.75万,143.76万,26,871,34
3,2018-01-01,二代妖精之今生有幸,3733.5万,10.17,13.94,39.68,12.89,4.40万,105.50万,24,848,35
4,2018-01-01,解忧杂货店,3225.8万,8.79,14.03,38.7,12.28,4.43万,97.96万,23,728,32
5,2018-01-01,妖猫传,2124.7万,5.79,5.72,46.98,5.92,1.80万,57.34万,32,1177,37
6,2018-01-01,寻梦环游记,2106万,5.74,4.94,62.62,4.92,1.56万,63.49万,41,1351,33
7,2018-01-01,机器之血,565.9万,1.54,1.72,54.43,1.39,5440,15.57万,29,1040,36
8,2018-01-01,帕丁顿熊2,329.7万,0.9,0.79,79.36,0.62,2490,10.21万,42,1324,32
9,2018-01-01,心理罪之城市之光,289.7万,0.79,1.11,56.87,0.68,3509,7.98万,23,825,36
10,2018-01-01,小猫巴克里,276万,0.75,1.51,35.51,1.33,4774,9.70万,21,578,28
11,2018-01-01,咕噜咕噜美人鱼2,240.7万,0.66,1.88,33.18,1.31,5924,8.98万,16,406,26
12,2018-01-01,至爱梵高·星空之谜,59.9万,0.16,0.21,58.22,0.14,652,1.70万,27,919,35
13,2018-01-01,奇门遁甲,14万,0.04,0.16,23.76,0.08,519,3875,8,268,36
14,2018-01-01,妈妈咪鸭,12.6万,0.03,0.01,100.0,0.0,26,3615,140,4861,34
15,2018-01-01,至暗时刻,8.3万,0.02,0.01,100.0,0.0,46,1668,37,1797,49
16,2018-01-01,正义联盟,3.3万,0.01,0.01,98.78,0.0,37,649,18,890,50
17,2018-01-01,相声大电影之我要幸福,2.1万,0.01,0.0,100.0,0.0,11,943,86,1890,22
18,2018-01-01,东方快车谋杀案,2万,0.01,0.01,42.99,0.0,16,414,26,1259,48
19,2018-01-01,惊魂七夜,1.9万,0.01,0.03,12.79,0.03,98,688,8,193,27
20,2018-01-02,前任3：再见前任,9368万,57.29,23.57,48.23,26.86,6.68万,268.21万,41,1402,34
21,2018-01-02,芳华,2065.8万,12.63,15.52,15.83,18.44,4.40万,60.44万,14,469,34
22,2018-01-02,妖铃铃,1514.2万,9.26,18.04,12.54,16.89,5.11万,43.87万,9,296,34
23,2018-01-02,二代妖精之今生有幸,1351.4万,8.26,14.21,14.6,12.73,4.03万,38.47万,10,335,35
24,2018-01-02,解忧杂货店,844.6万,5.17,13.68,10.27,11.92,3.88万,25.35万,7,217,33
25,2018-01-02,妖猫传,629.3万,3.85,5.92,13.79,6.05,1.68万,17.27万,11,374,36
26,2018-01-02,寻梦环游记,192.8万,1.18,2.91,9.92,2.76,8258,5.66万,7,233,34
27,2018-01-02,机器之血,179万,1.09,2.11,14.58,1.65,5977,4.99万,9,299,35
28,2018-01-02,心理罪之城市之光,126.1万,0.77,1.41,18.08,0.94,3987,3.51万,9,316,35
29,2018-01-02,帕丁顿熊2,28万,0.17,0.47,11.36,0.36,1322,8415,7,211,33
30,2018-01-02,至爱梵高·星空之谜,16万,0.1,0.19,17.14,0.13,549,4782,9,292,33
31,2018-01-02,咕噜咕噜美人鱼2,8.9万,0.05,0.72,3.12,0.49,2038,3186,2,43,27
32,2018-01-02,小猫巴克里,8.8万,0.05,0.68,2.55,0.58,1921,3065,2,45,28
33,2018-01-02,奇门遁甲,6.4万,0.04,0.2,9.69,0.09,563,1764,4,113,36
34,2018-01-02,至暗时刻,2.7万,0.02,0.01,51.24,0.01,37,620,17,732,43
35,2018-01-02,圣诞奇妙公司,1.7万,0.01,0.01,73.75,0.0,15,725,49,1128,23
36,2018-01-02,惊魂七夜,1.6万,0.01,0.04,7.99,0.03,117,555,5,133,28
37,2018-01-02,七十七天,0.8万,0.01,0.0,100.0,0.0,11,291,27,756,28
38,2018-01-02,邹碧华,0.7万,0.0,0.0,48.26,0.0,2,139,70,3468,49
39,2018-01-03,前任3：再见前任,1.09亿,66.88,27.59,47.4,32.26,7.73万,311.68万,41,1411,34
40,2018-01-03,芳华,1638.1万,10.05,15.44,13.18,17.82,4.32万,47.86万,12,378,34
41,2018-01-03,二代妖精之今生有幸,1084.2万,6.65,13.59,12.63,11.93,3.80万,30.72万,9,284,35
42,2018-01-03,妖铃铃,1052.6万,6.46,16.63,9.89,15.04,4.66万,30.32万,7,226,34
43,2018-01-03,解忧杂货店,646.2万,3.96,12.16,9.25,10.2,3.40万,19.22万,6,189,33
44,2018-01-03,妖猫传,509.7万,3.13,5.88,11.53,5.9,1.65万,13.87万,9,309,36
45,2018-01-03,寻梦环游记,156万,0.96,2.72,8.86,2.53,7611,4.57万,7,205,34
46,2018-01-03,机器之血,145.3万,0.89,2.18,11.51,1.73,6093,4.06万,7,238,35
47,2018-01-03,心理罪之城市之光,101.5万,0.62,1.43,14.01,0.99,3998,2.84万,8,253,35
48,2018-01-03,帕丁顿熊2,21.8万,0.13,0.44,9.61,0.34,1226,6604,6,177,33
49,2018-01-03,至爱梵高·星空之谜,14.1万,0.09,0.21,12.84,0.16,588,4068,7,240,34
50,2018-01-03,小猫巴克里,6.9万,0.04,0.57,2.42,0.49,1583,2415,2,43,28
51,2018-01-03,奇门遁甲,5.1万,0.03,0.2,7.11,0.1,572,1493,3,88,33
52,2018-01-03,咕噜咕噜美人鱼2,5万,0.03,0.57,2.38,0.38,1601,1849,2,31,27
53,2018-01-03,至暗时刻,3.2万,0.02,0.02,41.91,0.01,51,676,14,620,46
54,2018-01-03,巨额来电,2.2万,0.01,0.02,100.0,0.01,49,2019,42,454,11
55,2018-01-03,邹碧华,1.4万,0.01,0.01,35.84,0.0,14,253,19,974,53
56,2018-01-03,惊魂七夜,1.4万,0.01,0.05,6.9,0.04,126,513,5,110,27
57,2018-01-03,北平以北,0.7万,0.0,0.0,100.0,0.0,7,300,43,1038,24
58,2018-01-04,前任3：再见前任,1.15亿,69.79,31.41,42.77,36.38,8.82万,328.85万,38,1307,35
59,2018-01-04,芳华,1433.5万,8.67,14.93,12.06,16.46,4.19万,41.97万,11,341,34
60,2018-01-04,二代妖精之今生有幸,992.2万,6.0,12.9,12.08,11.02,3.62万,28.13万,8,273,35
61,2018-01-04,妖铃铃,851.5万,5.15,14.82,8.97,12.96,4.16万,24.56万,6,204,34
62,2018-01-04,解忧杂货店,469.6万,2.84,10.67,7.57,8.8,3.00万,14.09万,5,156,33
63,2018-01-04,妖猫传,449.4万,2.72,5.53,10.6,5.49,1.55万,12.29万,8,289,36
64,2018-01-04,星球大战：最后的绝地武士,366.9万,2.22,1.5,17.5,2.56,4206,9.46万,23,872,38
65,2018-01-04,寻梦环游记,146.4万,0.89,2.56,8.73,2.35,7183,4.34万,7,203,33
66,2018-01-04,机器之血,133万,0.8,2.11,10.9,1.63,5930,3.76万,7,224,35
67,2018-01-04,心理罪之城市之光,89.2万,0.54,1.39,12.89,0.92,3901,2.50万,7,228,35
68,2018-01-04,帕丁顿熊2,19.2万,0.12,0.42,9.26,0.31,1168,6034,6,164,31
69,2018-01-04,至爱梵高·星空之谜,13.4万,0.08,0.21,12.75,0.15,600,3980,7,222,33
70,2018-01-04,小猫巴克里,6.3万,0.04,0.5,2.43,0.43,1406,2203,2,45,28
71,2018-01-04,奇门遁甲,6.2万,0.04,0.21,7.63,0.11,585,1795,4,106,34
72,2018-01-04,咕噜咕噜美人鱼2,4.5万,0.03,0.49,2.57,0.33,1375,1774,2,33,25
73,2018-01-04,邹碧华,4万,0.02,0.01,91.46,0.0,17,750,45,2332,52
74,2018-01-04,至暗时刻,2.6万,0.02,0.02,35.61,0.01,54,559,11,484,46
75,2018-01-04,北平以北,1.3万,0.01,0.0,100.0,0.0,6,508,85,2189,25
76,2018-01-04,惊魂七夜,0.9万,0.01,0.04,4.83,0.03,119,347,3,77,26
77,2018-01-05,前任3：再见前任,1.49亿,61.09,33.04,65.88,33.27,8.72万,427.65万,50,1710,34
78,2018-01-05,星球大战：最后的绝地武士,6138.2万,25.14,34.54,20.93,42.46,9.11万,173.40万,20,673,35
79,2018-01-05,芳华,1388.6万,5.69,9.48,27.78,7.61,2.50万,41.25万,17,554,33
80,2018-01-05,二代妖精之今生有幸,599万,2.45,5.25,23.21,3.73,1.39万,16.90万,13,432,35
81,2018-01-05,妖铃铃,483.5万,1.98,6.6,14.79,4.87,1.74万,14.05万,9,277,34
82,2018-01-05,解忧杂货店,288.7万,1.18,4.02,14.64,3.05,1.06万,8.70万,9,272,33
83,2018-01-05,妖猫传,263.4万,1.08,2.04,22.26,1.68,5393,7.30万,14,488,36
84,2018-01-05,寻梦环游记,170.9万,0.7,1.7,19.15,1.42,4489,5.30万,12,380,32
85,2018-01-05,心理罪之城市之光,43.9万,0.18,0.47,27.21,0.22,1237,1.19万,10,355,36
86,2018-01-05,机器之血,38.4万,0.16,0.68,15.41,0.37,1792,1.13万,7,214,34
87,2018-01-05,帕丁顿熊2,19.5万,0.08,0.28,16.82,0.19,729,6383,9,267,30
88,2018-01-05,尼斯：疯狂的心,12.7万,0.05,0.26,8.03,0.23,698,3598,6,182,35
89,2018-01-05,至爱梵高·星空之谜,10.3万,0.04,0.12,19.41,0.08,326,3051,10,317,33
90,2018-01-05,咕噜咕噜美人鱼2,9.2万,0.04,0.39,8.4,0.23,1022,3687,4,90,25
91,2018-01-05,邹碧华,7.9万,0.03,0.01,100.0,0.01,18,1538,86,4393,51
92,2018-01-05,小猫巴克里,5.9万,0.02,0.25,5.79,0.19,652,2157,4,90,27
93,2018-01-05,奇门遁甲,4.1万,0.02,0.1,13.39,0.04,268,1114,5,151,36
94,2018-01-05,北平以北,3.5万,0.01,0.0,100.0,0.0,11,1260,115,3201,27
95,2018-01-05,至暗时刻,2万,0.01,0.01,34.69,0.01,32,459,15,640,44
96,2018-01-05,醉佳导演,1.4万,0.01,0.21,1.46,0.16,556,461,1,24,29
97,2018-01-06,前任3：再见前任,2.19亿,62.46,40.58,71.12,43.96,11.42万,623.16万,55,1918,35
98,2018-01-06,星球大战：最后的绝地武士,7210.7万,20.57,26.62,31.52,31.45,7.49万,197.58万,27,962,36
99,2018-01-06,芳华,2251.3万,6.42,9.2,45.43,7.31,2.59万,66.17万,26,869,34
100,2018-01-06,二代妖精之今生有幸,988.3万,2.82,4.66,44.47,3.14,1.31万,27.87万,22,753,35
101,2018-01-06,寻梦环游记,750.8万,2.14,3.79,34.34,3.34,1.07万,22.84万,22,703,32
102,2018-01-06,妖铃铃,598.6万,1.71,5.13,23.57,3.69,1.44万,17.34万,13,414,34
103,2018-01-06,妖猫传,460.1万,1.31,1.88,41.15,1.55,5291,12.70万,25,869,36
104,2018-01-06,解忧杂货店,445.9万,1.27,3.29,27.71,2.44,9247,13.46万,15,482,33
105,2018-01-06,帕丁顿熊2,112.2万,0.32,0.61,37.71,0.47,1705,3.52万,21,657,31
106,2018-01-06,小猫巴克里,68.7万,0.2,0.97,14.41,0.81,2721,2.33万,9,252,29
107,2018-01-06,心理罪之城市之光,68.2万,0.19,0.42,46.74,0.2,1182,1.84万,16,576,37
108,2018-01-06,咕噜咕噜美人鱼2,59.9万,0.17,1.15,15.53,0.74,3247,2.29万,8,184,26
109,2018-01-06,机器之血,59.8万,0.17,0.6,24.34,0.36,1700,1.76万,11,351,33
110,2018-01-06,至爱梵高·星空之谜,24.4万,0.07,0.13,38.97,0.09,374,6953,19,652,35
111,2018-01-06,尼斯：疯狂的心,17.1万,0.05,0.2,15.82,0.15,552,4708,9,309,36
112,2018-01-06,卧底巨星,12.3万,0.04,0.0,100.0,0.0,5,1033,207,24668,119
113,2018-01-06,至暗时刻,7.8万,0.02,0.02,95.91,0.01,50,1594,32,1562,49
114,2018-01-06,奇迹男孩,7.2万,0.02,0.03,32.5,0.03,84,1958,24,854,36
115,2018-01-06,奇门遁甲,4.3万,0.01,0.09,13.45,0.05,243,1279,6,178,33
116,2018-01-06,惊魂七夜,2.1万,0.01,0.04,11.11,0.03,111,743,7,186,27
117,2018-01-07,前任3：再见前任,1.97亿,65.15,43.39,57.93,48.12,12.14万,559.08万,47,1622,35
118,2018-01-07,星球大战：最后的绝地武士,4934.9万,16.32,23.72,25.1,27.03,6.64万,136.08万,21,743,36
119,2018-01-07,芳华,1970.6万,6.51,9.32,38.74,7.44,2.61万,57.79万,23,755,34
120,2018-01-07,二代妖精之今生有幸,972.2万,3.21,4.76,42.13,3.25,1.33万,27.44万,21,729,35
121,2018-01-07,寻梦环游记,752.6万,2.49,3.94,33.13,3.48,1.10万,23.10万,21,681,32
122,2018-01-07,妖铃铃,508.2万,1.68,4.91,20.71,3.55,1.37万,14.73万,11,370,34
123,2018-01-07,妖猫传,437.6万,1.45,2.07,36.15,1.66,5800,12.07万,21,754,36
124,2018-01-07,解忧杂货店,380.7万,1.26,3.1,24.39,2.34,8684,11.46万,14,438,33
125,2018-01-07,帕丁顿熊2,114万,0.38,0.6,38.75,0.47,1686,3.64万,22,676,31
126,2018-01-07,勇敢者游戏：决战丛林,90.9万,0.3,0.03,100.0,0.05,93,2.07万,224,9774,43
127,2018-01-07,小猫巴克里,68.3万,0.23,0.91,15.54,0.76,2558,2.36万,10,267,28
128,2018-01-07,心理罪之城市之光,63.7万,0.21,0.45,41.11,0.21,1253,1.71万,14,508,37
129,2018-01-07,机器之血,63.6万,0.21,0.63,24.86,0.38,1776,1.88万,11,357,33
130,2018-01-07,咕噜咕噜美人鱼2,63.2万,0.21,1.1,16.79,0.72,3073,2.43万,8,205,25
131,2018-01-07,妈妈咪鸭,31.9万,0.11,0.06,61.45,0.08,180,9892,55,1770,32
132,2018-01-07,至爱梵高·星空之谜,21.6万,0.07,0.13,33.64,0.09,373,6395,18,577,33
133,2018-01-07,尼斯：疯狂的心,17.6万,0.06,0.2,16.05,0.15,553,4881,9,318,36
134,2018-01-07,卧底巨星,15.1万,0.05,0.0,100.0,0.0,6,996,166,25223,151
135,2018-01-07,至暗时刻,5.9万,0.02,0.02,64.65,0.01,50,1242,25,1177,47
136,2018-01-07,奇门遁甲,5.5万,0.02,0.09,17.1,0.05,247,1588,7,221,34
137,2018-01-08,前任3：再见前任,9838.9万,72.51,44.54,28.25,50.85,11.40万,281.67万,25,862,34
138,2018-01-08,星球大战：最后的绝地武士,1497.9万,11.04,22.94,8.44,25.24,5.87万,41.76万,8,255,35
139,2018-01-08,芳华,875.2万,6.45,10.17,16.45,8.08,2.60万,26.07万,11,336,33
140,2018-01-08,二代妖精之今生有幸,470.5万,3.47,5.53,17.44,3.98,1.42万,13.62万,10,332,34
141,2018-01-08,妖铃铃,251.5万,1.85,5.43,9.66,3.86,1.39万,7.32万,6,181,34
142,2018-01-08,妖猫传,203.4万,1.5,2.48,16.37,1.77,6336,5.67万,9,320,35
143,2018-01-08,解忧杂货店,170.4万,1.26,3.43,10.94,2.4,8788,5.15万,6,193,33
144,2018-01-08,寻梦环游记,125.4万,0.92,2.23,10.25,1.93,5707,3.87万,7,219,32
145,2018-01-08,机器之血,35.7万,0.26,0.78,11.47,0.47,1987,1.06万,6,179,33
146,2018-01-08,心理罪之城市之光,33.8万,0.25,0.57,15.56,0.31,1469,9466,7,230,35
147,2018-01-08,卧底巨星,13.7万,0.1,0.0,100.0,0.0,3,864,288,45718,158
148,2018-01-08,帕丁顿熊2,10.4万,0.08,0.22,10.82,0.16,566,3355,6,183,30
149,2018-01-08,尼斯：疯狂的心,8.8万,0.07,0.23,6.8,0.19,588,2551,5,150,34
150,2018-01-08,至爱梵高·星空之谜,5.2万,0.04,0.08,15.34,0.05,211,1525,8,244,33
151,2018-01-08,咕噜咕噜美人鱼2,4.6万,0.03,0.37,3.94,0.23,954,1798,2,48,25
152,2018-01-08,无问西东,4万,0.03,0.0,100.0,0.0,3,679,227,13313,58
153,2018-01-08,小猫巴克里,3.7万,0.03,0.32,2.74,0.26,825,1423,2,44,25
154,2018-01-08,北平以北,3.3万,0.02,0.0,100.0,0.0,8,1189,149,4068,27
155,2018-01-08,奇门遁甲,2.8万,0.02,0.11,6.91,0.06,289,858,3,96,32
156,2018-01-08,至暗时刻,2.3万,0.02,0.02,24.43,0.01,50,515,11,454,44
157,2018-01-09,前任3：再见前任,7805.9万,68.56,45.23,22.24,52.27,11.55万,224.01万,20,676,34
158,2018-01-09,星球大战：最后的绝地武士,1318万,11.58,21.13,8.37,22.8,5.39万,36.78万,7,244,35
159,2018-01-09,芳华,834.5万,7.33,10.37,15.56,8.33,2.65万,24.99万,10,315,33
160,2018-01-09,二代妖精之今生有幸,502.4万,4.41,5.89,17.47,4.32,1.50万,14.56万,10,334,34
161,2018-01-09,妖铃铃,242.8万,2.13,5.42,9.51,3.89,1.38万,7.12万,6,175,34
162,2018-01-09,妖猫传,209.1万,1.84,2.69,15.96,1.93,6874,5.93万,9,304,35
163,2018-01-09,解忧杂货店,167.2万,1.47,3.38,11.25,2.33,8628,5.06万,6,193,33
164,2018-01-09,寻梦环游记,126.2万,1.11,2.22,10.55,1.92,5657,3.90万,7,223,32
165,2018-01-09,无问西东,46.8万,0.41,0.05,100.0,0.03,116,1.25万,108,4038,37
166,2018-01-09,机器之血,36.1万,0.32,0.84,10.65,0.52,2141,1.07万,5,168,33
167,2018-01-09,心理罪之城市之光,34.4万,0.3,0.6,15.36,0.33,1527,9828,7,225,34
168,2018-01-09,帕丁顿熊2,10.7万,0.09,0.22,12.1,0.15,554,3545,7,193,30
169,2018-01-09,天籁梦想,8万,0.07,0.36,5.07,0.29,910,2795,4,88,28
170,2018-01-09,尼斯：疯狂的心,7.9万,0.07,0.22,6.73,0.18,570,2339,5,138,33
171,2018-01-09,卧底巨星,7.4万,0.06,0.0,100.0,0.0,3,639,213,24565,115
172,2018-01-09,至爱梵高·星空之谜,5万,0.04,0.09,14.28,0.06,231,1582,7,217,31
173,2018-01-09,小猫巴克里,4.9万,0.04,0.29,3.86,0.24,749,1778,3,65,27
174,2018-01-09,咕噜咕噜美人鱼2,3.9万,0.03,0.33,3.88,0.21,833,1538,2,46,25
175,2018-01-09,奇门遁甲,3.8万,0.03,0.12,8.83,0.07,309,1191,4,122,31
176,2018-01-09,至暗时刻,2.3万,0.02,0.02,33.43,0.01,61,566,10,381,41
177,2018-01-10,前任3：再见前任,6420.1万,65.34,45.39,13.6,52.28,11.57万,183.55万,16,554,34
178,2018-01-10,星球大战：最后的绝地武士,1165.8万,11.86,20.06,5.67,22.25,5.11万,32.58万,7,227,35
179,2018-01-10,芳华,791.5万,8.05,10.59,11.0,8.33,2.70万,23.66万,9,293,33
180,2018-01-10,二代妖精之今生有幸,525.4万,5.35,6.29,12.69,4.64,1.60万,15.19万,10,327,34
181,2018-01-10,妖铃铃,236.3万,2.4,5.47,6.86,3.91,1.39万,6.92万,5,169,34
182,2018-01-10,妖猫传,218.9万,2.23,2.96,11.3,2.11,7533,6.16万,9,290,35
183,2018-01-10,解忧杂货店,166.7万,1.7,3.42,8.08,2.41,8707,5.02万,6,191,33
184,2018-01-10,寻梦环游记,124.3万,1.26,2.22,8.0,1.87,5652,3.85万,7,219,32
185,2018-01-10,心理罪之城市之光,36.9万,0.38,0.65,11.4,0.36,1645,1.05万,7,224,35
186,2018-01-10,机器之血,36.4万,0.37,0.91,7.14,0.6,2327,1.10万,5,156,33
187,2018-01-10,无问西东,16.7万,0.17,0.01,100.0,0.01,27,1980,74,6199,84
188,2018-01-10,卧底巨星,14.2万,0.14,0.0,100.0,0.0,6,1136,190,23707,125
189,2018-01-10,帕丁顿熊2,10万,0.1,0.23,7.88,0.16,586,3178,6,169,31
190,2018-01-10,尼斯：疯狂的心,7.4万,0.08,0.22,4.58,0.18,572,2159,4,129,34
191,2018-01-10,邹碧华,5.6万,0.06,0.01,82.87,0.01,13,1079,83,4343,52
192,2018-01-10,至爱梵高·星空之谜,5.2万,0.05,0.1,9.77,0.06,245,1528,7,212,34
193,2018-01-10,咕噜咕噜美人鱼2,3.5万,0.04,0.31,2.54,0.21,796,1392,2,44,25
194,2018-01-10,奇门遁甲,3.3万,0.03,0.13,5.75,0.06,334,957,3,98,34
195,2018-01-10,相声大电影之我要幸福,2.3万,0.02,0.01,100.0,0.0,23,2141,94,1009,10
196,2018-01-10,天籁梦想,2.3万,0.02,0.18,1.91,0.16,465,774,2,49,29
197,2018-01-11,前任3：再见前任,5375.4万,60.64,44.6,11.4,51.38,11.51万,153.52万,14,467,35
198,2018-01-11,星球大战：最后的绝地武士,1009.4万,11.39,18.92,5.09,21.01,4.88万,28.02万,6,206,36
199,2018-01-11,芳华,770.1万,8.69,10.65,10.42,8.42,2.75万,22.99万,9,280,33
200,2018-01-11,二代妖精之今生有幸,532.9万,6.01,6.71,12.03,4.88,1.73万,15.37万,9,307,34
201,2018-01-11,勇敢者游戏：决战丛林,231.4万,2.61,0.9,21.71,1.3,2330,7.39万,32,993,31
202,2018-01-11,妖铃铃,222.3万,2.51,5.43,6.45,3.85,1.40万,6.51万,5,158,34
203,2018-01-11,妖猫传,220.4万,2.49,3.03,10.79,2.2,7822,6.22万,8,281,35
204,2018-01-11,解忧杂货店,162.9万,1.84,3.43,7.69,2.44,8860,4.91万,6,183,33
205,2018-01-11,寻梦环游记,121.7万,1.37,2.21,7.69,1.84,5706,3.71万,7,213,32
206,2018-01-11,无问西东,48.6万,0.55,0.24,26.09,0.23,624,1.57万,26,779,30
207,2018-01-11,心理罪之城市之光,37.2万,0.42,0.66,10.8,0.36,1693,1.02万,7,219,36
208,2018-01-11,机器之血,32.7万,0.37,0.93,6.15,0.61,2404,9897,5,135,33
209,2018-01-11,卧底巨星,25.3万,0.29,0.17,21.12,0.15,448,8404,19,564,30
210,2018-01-11,帕丁顿熊2,11.2万,0.13,0.24,8.56,0.16,609,3542,6,183,31
211,2018-01-11,尼斯：疯狂的心,7.2万,0.08,0.22,4.44,0.18,566,2060,4,127,35
212,2018-01-11,至爱梵高·星空之谜,5.9万,0.07,0.1,10.86,0.06,258,1747,7,228,33
213,2018-01-11,奇门遁甲,5.5万,0.06,0.13,8.88,0.07,337,1683,5,162,32
214,2018-01-11,邹碧华,4.7万,0.05,0.01,42.29,0.01,25,902,37,1885,52
215,2018-01-11,太空救援,4.3万,0.05,0.1,4.95,0.12,268,1514,6,161,28
216,2018-01-11,至暗时刻,2.9万,0.03,0.03,20.63,0.01,67,638,10,438,46
217,2018-01-12,勇敢者游戏：决战丛林,7438.5万,38.21,25.82,32.87,31.86,7.62万,226.41万,30,976,32
218,2018-01-12,前任3：再见前任,4748.7万,24.39,18.49,30.83,20.21,5.45万,134.74万,25,870,35
219,2018-01-12,无问西东,3551.1万,18.24,19.51,31.32,18.25,5.75万,123.60万,22,617,28
220,2018-01-12,卧底巨星,2098.3万,10.78,15.96,25.49,12.81,4.71万,70.62万,16,445,29
221,2018-01-12,太空救援,509.6万,2.62,6.96,14.02,5.52,2.05万,16.75万,9,248,30
222,2018-01-12,星球大战：最后的绝地武士,366万,1.88,2.59,9.67,3.83,7631,8.01万,11,479,45
223,2018-01-12,芳华,240.8万,1.24,1.56,27.27,1.17,4613,6.92万,16,522,34
224,2018-01-12,迷镇凶案,160.6万,0.82,3.09,10.61,2.39,9114,5.48万,7,176,29
225,2018-01-12,大世界,64.3万,0.33,2.38,5.12,1.77,7008,1.96万,3,91,32
226,2018-01-12,寻梦环游记,55.6万,0.29,0.53,19.57,0.4,1550,1.70万,11,358,32
227,2018-01-12,二代妖精之今生有幸,38.2万,0.2,0.41,20.93,0.24,1214,1.11万,10,314,34
228,2018-01-12,妖猫传,26.2万,0.13,0.19,25.53,0.12,563,6753,12,465,38
229,2018-01-12,时空终点,19.5万,0.1,0.75,6.52,0.56,2206,7877,4,88,24
230,2018-01-12,神秘巨星,16.9万,0.09,0.03,95.05,0.03,80,5721,72,2116,29
231,2018-01-12,妖铃铃,15.9万,0.08,0.34,10.6,0.21,1013,4730,5,157,33
232,2018-01-12,邹碧华,10.4万,0.05,0.01,100.0,0.01,25,2071,83,4141,49
233,2018-01-12,小猫巴克里,9万,0.05,0.11,14.27,0.06,310,1699,6,288,52
234,2018-01-12,心理罪之城市之光,8.5万,0.04,0.09,60.67,0.01,268,1913,8,315,44
235,2018-01-12,解忧杂货店,6.9万,0.04,0.15,13.22,0.07,434,2118,5,159,32
236,2018-01-12,大寒,4.6万,0.02,0.21,5.32,0.16,633,1823,3,72,25
237,2018-01-13,勇敢者游戏：决战丛林,1.00亿,39.9,28.13,39.42,34.42,8.37万,294.85万,36,1199,34
238,2018-01-13,前任3：再见前任,6657.9万,26.48,21.45,38.68,22.43,6.38万,188.50万,30,1043,35
239,2018-01-13,无问西东,4875.6万,19.39,18.5,42.11,17.46,5.50万,159.79万,30,886,30
240,2018-01-13,卧底巨星,802.4万,3.19,11.62,13.34,9.01,3.46万,26.12万,8,232,30
241,2018-01-13,星球大战：最后的绝地武士,705.7万,2.81,2.42,20.15,3.52,7186,15.43万,22,982,45
242,2018-01-13,芳华,554万,2.2,2.35,40.5,1.78,7000,15.66万,23,791,35
243,2018-01-13,太空救援,375.2万,1.49,4.29,15.92,3.3,1.27万,11.42万,9,294,32
244,2018-01-13,寻梦环游记,371.2万,1.48,2.08,27.84,1.88,6176,11.37万,19,601,32
245,2018-01-13,迷镇凶案,157.7万,0.63,2.17,15.6,1.59,6440,5.38万,9,244,29
246,2018-01-13,青蛙总动员,99.8万,0.4,1.62,14.65,1.03,4805,3.26万,7,207,30
247,2018-01-13,二代妖精之今生有幸,94万,0.37,0.56,34.54,0.36,1676,2.69万,17,560,34
248,2018-01-13,妖猫传,78.9万,0.31,0.33,42.99,0.22,980,2.05万,21,805,38
249,2018-01-13,大世界,57.7万,0.23,1.6,6.39,1.25,4769,1.74万,4,120,33
250,2018-01-13,帕丁顿熊2,36.9万,0.15,0.21,35.87,0.15,631,1.17万,19,584,31
251,2018-01-13,妖铃铃,28.3万,0.11,0.38,16.51,0.23,1117,8258,8,252,34
252,2018-01-13,小猫巴克里,19.6万,0.08,0.3,14.59,0.21,902,6671,8,216,29
253,2018-01-13,大寒,18.4万,0.07,0.05,58.18,0.05,156,5851,38,1176,31
254,2018-01-13,解忧杂货店,18万,0.07,0.19,26.08,0.09,561,5369,10,320,33
255,2018-01-13,咕噜咕噜美人鱼2,17.2万,0.07,0.36,13.25,0.22,1080,6429,6,159,26
256,2018-01-13,心理罪之城市之光,15万,0.06,0.11,81.18,0.02,317,3701,12,473,40
257,2018-01-14,勇敢者游戏：决战丛林,8119.9万,37.79,29.11,30.46,35.66,8.50万,235.54万,28,954,34
258,2018-01-14,无问西东,5406.2万,25.16,18.82,45.29,17.53,5.50万,172.19万,32,983,31
259,2018-01-14,前任3：再见前任,5090.8万,23.7,22.49,28.63,23.2,6.57万,144.06万,22,774,35
260,2018-01-14,芳华,533.5万,2.48,2.81,32.54,2.15,8203,15.15万,19,650,35
261,2018-01-14,星球大战：最后的绝地武士,518.4万,2.41,2.46,15.13,3.53,7199,11.60万,17,720,44
262,2018-01-14,卧底巨星,431.5万,2.01,9.14,9.3,6.91,2.67万,13.94万,6,161,30
263,2018-01-14,寻梦环游记,380.2万,1.77,2.36,25.36,2.12,6906,11.68万,17,550,32
264,2018-01-14,太空救援,293.6万,1.37,3.8,13.89,2.93,1.11万,8.82万,8,264,33
265,2018-01-14,迷镇凶案,117万,0.54,2.08,12.49,1.52,6082,4.11万,7,192,28
266,2018-01-14,青蛙总动员,101.4万,0.47,1.58,15.27,1.0,4624,3.33万,8,219,30
267,2018-01-14,二代妖精之今生有幸,93.1万,0.43,0.68,26.69,0.46,1991,2.67万,14,467,34
