,日期,片名,实时票房,票房占比,排片占比,上座率,排座占比,场次,人次,场均人次,场均收入,平均票价
972,2018-02-18,移动迷宫3：死亡解药,2.8万,0.0,0.01,41.13,0.0,26,457,18,1070,60
973,2018-02-18,忌日快乐,1.8万,0.0,0.01,34.59,0.01,39,441,12,470,41
974,2018-02-18,小猫巴克里,1.7万,0.0,0.0,100.0,0.0,5,613,123,3481,28
975,2018-02-18,金龟子,1.6万,0.0,0.02,8.13,0.02,70,456,7,223,34
976,2018-02-18,人怕出名猪怕壮,1.6万,0.0,0.0,0.0,0.0,7,502,72,2307,32
977,2018-02-19,唐人街探案2,3.19亿,36.73,31.11,100.0,34.62,11.31万,789.96万,70,2816,40
978,2018-02-19,红海行动,2.24亿,25.83,20.51,100.0,20.41,7.45万,531.60万,72,3005,42
979,2018-02-19,捉妖记2,2.08亿,23.96,26.72,89.31,28.67,9.71万,538.48万,56,2140,38
980,2018-02-19,熊出没·变形记,5698.5万,6.57,9.7,90.95,8.02,3.53万,153.42万,44,1615,37
981,2018-02-19,西游记女儿国,4519万,5.21,8.4,87.74,6.08,3.05万,112.12万,37,1480,40
982,2018-02-19,祖宗十九代,1334.2万,1.54,3.04,88.96,2.0,1.11万,37.33万,34,1206,35
983,2018-02-19,小马宝莉大电影,21.7万,0.02,0.06,65.8,0.04,227,5808,26,954,37
984,2018-02-19,马戏之王,16.8万,0.02,0.03,100.0,0.01,114,3328,30,1470,50
985,2018-02-19,无问西东,16.2万,0.02,0.03,87.5,0.02,125,3585,29,1294,45
986,2018-02-19,奇迹男孩,12.4万,0.01,0.03,74.71,0.02,107,3432,33,1160,36
987,2018-02-19,坏爸爸,11.3万,0.01,0.01,100.0,0.01,41,3777,93,2751,29
988,2018-02-19,芳华,9.7万,0.01,0.02,86.2,0.01,84,2148,26,1149,44
989,2018-02-19,移动迷宫3：死亡解药,5.1万,0.01,0.01,87.57,0.01,51,1078,22,992,46
990,2018-02-19,金龟子,4.4万,0.01,0.02,28.6,0.02,90,1297,15,490,34
991,2018-02-19,公牛历险记,2.8万,0.0,0.01,44.22,0.01,54,769,15,516,36
992,2018-02-19,南极之恋,2.4万,0.0,0.02,43.53,0.01,73,528,8,325,45
993,2018-02-19,忌日快乐,2.2万,0.0,0.02,32.17,0.01,62,654,11,354,33
994,2018-02-19,泡芙小姐,2万,0.0,0.01,100.0,0.0,23,376,17,885,54
995,2018-02-19,前任3：再见前任,1.8万,0.0,0.01,29.57,0.01,38,432,12,471,41
996,2018-02-19,时空偷渡少女,1.7万,0.0,0.0,100.0,0.0,4,613,154,4349,28
997,2018-02-20,唐人街探案2,3.02亿,36.97,32.04,100.0,36.32,11.45万,757.88万,67,2640,39
998,2018-02-20,红海行动,2.46亿,30.08,23.12,100.0,24.8,8.26万,591.78万,72,2976,41
999,2018-02-20,捉妖记2,1.66亿,20.36,23.91,90.19,23.36,8.55万,432.09万,51,1947,38
1000,2018-02-20,熊出没·变形记,5368.9万,6.57,9.59,91.71,7.76,3.43万,145.99万,43,1566,36
1001,2018-02-20,西游记女儿国,3352.1万,4.1,7.21,79.89,5.13,2.58万,84.04万,33,1301,39
1002,2018-02-20,祖宗十九代,1362.7万,1.67,3.2,86.42,2.16,1.14万,38.32万,34,1191,35
1003,2018-02-20,小马宝莉大电影,22.4万,0.03,0.07,59.7,0.05,260,6282,25,860,35
1004,2018-02-20,人怕出名猪怕壮,21.8万,0.03,0.3,15.61,0.22,1063,6979,7,205,31
1005,2018-02-20,马戏之王,20.7万,0.03,0.03,100.0,0.02,120,4597,39,1723,44
1006,2018-02-20,无问西东,16.9万,0.02,0.04,65.54,0.03,149,4137,28,1135,40
1007,2018-02-20,奇迹男孩,16.7万,0.02,0.03,89.38,0.03,123,4745,39,1361,35
1008,2018-02-20,坏爸爸,11.4万,0.01,0.01,100.0,0.01,43,3857,90,2657,29
1009,2018-02-20,芳华,9.4万,0.01,0.03,66.69,0.02,99,2168,22,952,43
1010,2018-02-20,公牛历险记,4.6万,0.01,0.02,71.42,0.01,69,1227,18,670,37
1011,2018-02-20,移动迷宫3：死亡解药,2.9万,0.0,0.01,72.24,0.0,49,601,13,585,47
1012,2018-02-20,南极之恋,2.7万,0.0,0.02,37.79,0.01,78,661,9,350,41
1013,2018-02-20,金龟子,2.7万,0.0,0.03,16.92,0.02,95,779,9,282,34
1014,2018-02-20,忌日快乐,2.6万,0.0,0.02,44.12,0.01,64,814,13,401,31
1015,2018-02-20,小猫巴克里,2.6万,0.0,0.0,100.0,0.0,8,916,115,3211,28
1016,2018-02-20,前任3：再见前任,2.1万,0.0,0.02,37.94,0.01,54,555,11,387,37
1017,2018-02-21,唐人街探案2,2.99亿,37.32,32.41,100.0,36.71,11.36万,748.97万,66,2632,39
1018,2018-02-21,红海行动,2.71亿,33.77,25.54,100.0,28.69,8.95万,657.03万,74,3023,41
1019,2018-02-21,捉妖记2,1.39亿,17.32,21.9,90.18,19.85,7.68万,361.24万,48,1807,38
1020,2018-02-21,熊出没·变形记,4941.5万,6.17,9.42,87.64,7.6,3.30万,134.41万,41,1496,36
1021,2018-02-21,西游记女儿国,2775.9万,3.46,6.64,76.08,4.55,2.33万,69.87万,31,1193,39
1022,2018-02-21,祖宗十九代,1310.1万,1.63,3.32,80.53,2.27,1.16万,36.94万,32,1126,35
1023,2018-02-21,小马宝莉大电影,24.2万,0.03,0.07,73.88,0.05,262,6764,26,924,35
1024,2018-02-21,奇迹男孩,17.4万,0.02,0.04,71.65,0.04,141,5229,38,1235,33
1025,2018-02-21,马戏之王,17万,0.02,0.04,100.0,0.02,124,3566,29,1374,47
1026,2018-02-21,无问西东,16.1万,0.02,0.05,50.6,0.04,167,3980,24,965,40
1027,2018-02-21,坏爸爸,11.7万,0.01,0.01,100.0,0.01,43,3919,92,2715,29
1028,2018-02-21,芳华,8.4万,0.01,0.03,65.48,0.02,106,2049,20,796,41
1029,2018-02-21,人怕出名猪怕壮,7.9万,0.01,0.09,18.48,0.07,322,2590,9,246,30
1030,2018-02-21,公牛历险记,4.7万,0.01,0.02,63.26,0.01,73,1255,18,646,37
1031,2018-02-21,时空偷渡少女,4万,0.0,0.0,44.03,0.01,7,1085,155,5689,36
1032,2018-02-21,南极之恋,4万,0.0,0.02,59.39,0.01,83,1047,13,478,37
1033,2018-02-21,移动迷宫3：死亡解药,3.2万,0.0,0.01,36.36,0.01,47,673,15,671,46
1034,2018-02-21,金龟子,3.1万,0.0,0.03,18.0,0.03,113,951,9,273,32
1035,2018-02-21,忌日快乐,2.3万,0.0,0.02,28.96,0.01,75,676,10,308,34
1036,2018-02-21,前任3：再见前任,1.8万,0.0,0.01,33.28,0.01,50,457,10,362,39
1037,2018-02-22,红海行动,2.41亿,36.83,27.32,93.21,32.03,9.19万,603.34万,66,2622,39
1038,2018-02-22,唐人街探案2,2.36亿,36.02,32.25,84.16,35.92,10.85万,610.84万,57,2173,38
1039,2018-02-22,捉妖记2,1.05亿,16.02,20.64,78.04,17.67,6.95万,278.69万,41,1510,37
1040,2018-02-22,熊出没·变形记,3880.2万,5.93,9.12,74.67,7.17,3.07万,108.17万,36,1264,35
1041,2018-02-22,西游记女儿国,2087.1万,3.19,6.36,60.65,4.4,2.14万,53.88万,26,976,38
1042,2018-02-22,祖宗十九代,1079.6万,1.65,3.54,62.64,2.47,1.19万,31.28万,27,907,34
1043,2018-02-22,小马宝莉大电影,14.8万,0.02,0.08,37.67,0.06,272,4447,17,545,33
1044,2018-02-22,马戏之王,14.5万,0.02,0.04,72.61,0.02,137,3518,26,1056,41
1045,2018-02-22,奇迹男孩,12.1万,0.02,0.05,55.43,0.03,155,3647,24,781,33
1046,2018-02-22,坏爸爸,11.5万,0.02,0.01,100.0,0.0,46,3894,85,2500,29
1047,2018-02-22,无问西东,10.5万,0.02,0.05,35.29,0.04,173,2642,16,606,39
1048,2018-02-22,人怕出名猪怕壮,7.1万,0.01,0.06,22.01,0.05,214,2329,11,332,30
1049,2018-02-22,芳华,5.3万,0.01,0.03,50.51,0.01,93,1325,15,569,39
1050,2018-02-22,南极之恋,5万,0.01,0.03,59.09,0.01,94,1229,14,528,40
1051,2018-02-22,时空偷渡少女,4.2万,0.01,0.0,65.85,0.01,9,1159,129,4714,36
1052,2018-02-22,公牛历险记,2.6万,0.0,0.02,36.47,0.01,68,740,11,385,35
1053,2018-02-22,移动迷宫3：死亡解药,2.5万,0.0,0.01,33.39,0.01,49,560,12,513,44
1054,2018-02-22,金龟子,2.1万,0.0,0.03,14.65,0.02,85,648,8,252,33
1055,2018-02-22,忌日快乐,2.1万,0.0,0.02,24.97,0.01,79,719,10,271,29
1056,2018-02-22,莫斯科陷落,1.7万,0.0,0.0,100.0,0.0,7,563,81,2414,30
1057,2018-02-23,红海行动,2.12亿,40.05,28.86,71.86,34.41,9.47万,540.76万,58,2238,39
1058,2018-02-23,唐人街探案2,1.84亿,34.79,31.62,64.07,34.76,10.37万,487.02万,47,1775,37
1059,2018-02-23,捉妖记2,7663.8万,14.48,19.0,59.92,15.8,6.23万,207.01万,34,1229,37
1060,2018-02-23,熊出没·变形记,2814.7万,5.32,8.85,52.43,7.01,2.90万,80.41万,28,969,35
1061,2018-02-23,西游记女儿国,1564万,2.95,5.91,46.33,4.03,1.94万,40.81万,22,807,38
1062,2018-02-23,祖宗十九代,922.1万,1.74,3.56,48.59,2.55,1.17万,27.14万,24,789,33
1063,2018-02-23,爱在记忆消逝前,113.2万,0.21,1.47,13.35,1.16,4818,3.39万,8,234,33
1064,2018-02-23,人怕出名猪怕壮,12.8万,0.02,0.05,51.02,0.04,152,4240,28,844,30
1065,2018-02-23,坏爸爸,10.8万,0.02,0.02,100.0,0.01,59,3579,61,1822,30
1066,2018-02-23,小马宝莉大电影,10.2万,0.02,0.07,31.76,0.04,240,3088,13,424,32
1067,2018-02-23,马戏之王,9.6万,0.02,0.04,68.3,0.02,131,2271,18,731,42
1068,2018-02-23,无问西东,9.3万,0.02,0.04,35.82,0.03,143,2432,18,652,38
1069,2018-02-23,奇迹男孩,8.6万,0.02,0.04,40.22,0.03,128,2647,21,669,32
1070,2018-02-23,时空偷渡少女,5.6万,0.01,0.0,0.0,0.0,9,1522,170,6233,36
1071,2018-02-23,芳华,3.8万,0.01,0.03,36.14,0.01,87,999,12,436,38
1072,2018-02-23,南极之恋,3.1万,0.01,0.03,44.95,0.01,85,903,11,362,34
1073,2018-02-23,移动迷宫3：死亡解药,3万,0.01,0.01,100.0,0.0,46,841,19,642,35
1074,2018-02-23,忌日快乐,2.3万,0.0,0.02,31.13,0.01,76,679,9,301,33
1075,2018-02-23,浪矢解忧杂货店,1.7万,0.0,0.01,100.0,0.0,22,491,23,781,35
1076,2018-02-23,小猫巴克里,1.7万,0.0,0.0,100.0,0.0,5,559,112,3354,30
1077,2018-02-24,红海行动,2.26亿,43.81,30.14,70.72,36.82,9.78万,570.59万,59,2311,39
1078,2018-02-24,唐人街探案2,1.70亿,33.01,31.14,60.77,33.55,10.11万,446.68万,45,1685,38
1079,2018-02-24,捉妖记2,6735.3万,13.05,17.94,56.64,14.53,5.82万,180.29万,31,1156,37
1080,2018-02-24,熊出没·变形记,2464.1万,4.77,8.46,48.15,6.65,2.74万,70.20万,26,897,35
1081,2018-02-24,西游记女儿国,1449.7万,2.81,5.76,44.25,3.89,1.87万,37.73万,21,775,38
1082,2018-02-24,祖宗十九代,917.1万,1.78,3.64,47.59,2.57,1.18万,26.76万,23,776,34
1083,2018-02-24,妈妈咪鸭,211.2万,0.41,1.41,26.56,1.13,4570,6.57万,15,462,32
1084,2018-02-24,爱在记忆消逝前,87.3万,0.17,0.74,19.56,0.58,2411,2.47万,11,362,35
1085,2018-02-24,马戏之王,14.3万,0.03,0.05,61.52,0.02,163,3240,20,876,44
1086,2018-02-24,人怕出名猪怕壮,11.3万,0.02,0.05,80.05,0.02,163,3755,24,693,30
1087,2018-02-24,坏爸爸,10.8万,0.02,0.01,100.0,0.01,37,3500,95,2922,30
1088,2018-02-24,小马宝莉大电影,9.8万,0.02,0.06,30.89,0.04,202,2986,15,486,32
1089,2018-02-24,奇迹男孩,9.4万,0.02,0.05,38.62,0.03,150,2957,20,627,31
1090,2018-02-24,无问西东,9.2万,0.02,0.04,36.78,0.03,146,2335,16,627,39
1091,2018-02-24,三块广告牌,8.7万,0.02,0.01,100.0,0.0,21,1709,82,4130,50
1092,2018-02-24,忌日快乐,3.6万,0.01,0.03,31.7,0.01,90,988,11,398,36
1093,2018-02-24,南极之恋,3.5万,0.01,0.02,47.86,0.01,78,893,12,453,39
1094,2018-02-24,芳华,3.2万,0.01,0.02,18.3,0.02,80,804,11,401,39
1095,2018-02-24,狗狗的疯狂假期,2.2万,0.0,0.01,52.44,0.01,42,1011,25,526,21
1096,2018-02-24,移动迷宫3：死亡解药,2.2万,0.0,0.02,45.76,0.01,58,604,11,374,35
1097,2018-02-25,红海行动,2.39亿,46.74,31.24,73.72,38.25,10.09万,602.48万,60,2365,39
1098,2018-02-25,唐人街探案2,1.53亿,29.98,30.81,57.58,32.85,9.95万,404.13万,41,1537,37
1099,2018-02-25,捉妖记2,6224.1万,12.2,17.25,56.42,13.86,5.57万,167.08万,30,1117,37
1100,2018-02-25,熊出没·变形记,2796.5万,5.48,8.56,54.38,6.82,2.76万,79.22万,29,1011,35
1101,2018-02-25,西游记女儿国,1367万,2.68,5.61,43.84,3.78,1.81万,35.38万,20,754,38
1102,2018-02-25,祖宗十九代,942.3万,1.85,3.73,49.24,2.61,1.20万,27.42万,23,783,34
1103,2018-02-25,妈妈咪鸭,280.3万,0.55,1.31,38.38,1.05,4245,8.60万,21,660,32
1104,2018-02-25,爱在记忆消逝前,96.8万,0.19,0.59,30.38,0.43,1908,2.78万,15,507,34
1105,2018-02-25,比得兔,42万,0.08,0.03,100.0,0.04,110,1.05万,96,3820,39
1106,2018-02-25,小萝莉的猴神大叔,20.1万,0.04,0.03,88.42,0.03,87,5294,61,2311,37
1107,2018-02-25,马戏之王,20.1万,0.04,0.05,94.14,0.02,164,4629,29,1226,43
1108,2018-02-25,人怕出名猪怕壮,13.4万,0.03,0.08,64.9,0.03,259,4414,18,516,30
1109,2018-02-25,小马宝莉大电影,13.4万,0.03,0.07,38.25,0.05,222,3954,18,605,33
1110,2018-02-25,奇迹男孩,12.4万,0.02,0.05,46.36,0.04,157,3900,25,791,31
1111,2018-02-25,坏爸爸,11万,0.02,0.01,100.0,0.01,42,3681,88,2622,29
1112,2018-02-25,无问西东,10.1万,0.02,0.05,39.12,0.03,153,2502,17,660,40
1113,2018-02-25,南极之恋,4.7万,0.01,0.03,51.02,0.01,102,1270,13,459,36
1114,2018-02-25,芳华,4万,0.01,0.02,35.59,0.01,78,957,13,517,42
1115,2018-02-25,忌日快乐,2.8万,0.01,0.03,30.25,0.01,89,863,10,320,33
1116,2018-02-25,公牛历险记,2.8万,0.01,0.02,34.08,0.01,53,788,15,529,35
1117,2018-02-26,红海行动,1.42亿,49.11,32.77,43.44,40.73,10.17万,364.44万,36,1398,39
1118,2018-02-26,唐人街探案2,8611.2万,29.72,30.76,34.56,32.3,9.54万,229.95万,25,902,37
1119,2018-02-26,捉妖记2,3479.6万,12.01,17.11,33.93,13.4,5.31万,93.63万,18,655,37
1120,2018-02-26,熊出没·变形记,1084.8万,3.74,7.96,25.23,6.06,2.47万,31.51万,13,439,34
1121,2018-02-26,西游记女儿国,848万,2.93,5.82,27.74,3.89,1.81万,22.21万,13,469,38
1122,2018-02-26,祖宗十九代,605.6万,2.09,4.12,30.49,2.87,1.28万,18.00万,15,473,33
1123,2018-02-26,爱在记忆消逝前,56万,0.19,0.6,19.01,0.43,1875,1.68万,9,298,33
1124,2018-02-26,马戏之王,10.2万,0.04,0.06,39.06,0.03,179,2708,16,567,37
1125,2018-02-26,坏爸爸,9.1万,0.03,0.01,100.0,0.0,37,3028,82,2448,29
1126,2018-02-26,人怕出名猪怕壮,7.3万,0.03,0.09,30.8,0.04,278,2364,9,261,30
1127,2018-02-26,时空偷渡少女,5.3万,0.02,0.0,0.0,0.0,6,1751,292,8854,30
1128,2018-02-26,无问西东,5.2万,0.02,0.06,16.19,0.04,171,1470,9,306,35
1129,2018-02-26,奇迹男孩,3.9万,0.01,0.05,15.57,0.04,167,1207,8,231,31
1130,2018-02-26,南极之恋,3.4万,0.01,0.04,29.33,0.02,110,962,9,309,35
1131,2018-02-26,忌日快乐,2.9万,0.01,0.04,21.72,0.02,118,883,8,247,33
1132,2018-02-26,小马宝莉大电影,2.3万,0.01,0.05,9.88,0.03,156,709,5,150,33
1133,2018-02-26,芳华,2.3万,0.01,0.03,23.85,0.01,81,592,8,284,38
1134,2018-02-26,小猫巴克里,1.7万,0.01,0.0,83.31,0.0,3,559,187,5590,30
1135,2018-02-26,前任3：再见前任,1.4万,0.0,0.02,30.24,0.01,55,368,7,258,38
1136,2018-02-26,公牛历险记,0.6万,0.0,0.01,11.23,0.01,44,179,5,146,35
1137,2018-02-27,红海行动,1.24亿,50.29,33.55,37.58,41.88,10.28万,321.38万,32,1210,38
1138,2018-02-27,唐人街探案2,7096.7万,28.68,30.45,29.61,31.64,9.33万,191.31万,21,760,37
1139,2018-02-27,捉妖记2,2871.7万,11.6,16.75,29.25,13.07,5.13万,78.10万,16,559,36
1140,2018-02-27,熊出没·变形记,875.2万,3.54,7.41,22.47,5.59,2.27万,25.66万,12,385,34
1141,2018-02-27,西游记女儿国,754万,3.05,5.89,24.62,3.96,1.80万,19.90万,12,418,37
1142,2018-02-27,祖宗十九代,587.6万,2.37,4.42,28.0,3.07,1.35万,17.57万,13,433,33
1143,2018-02-27,爱在记忆消逝前,60.1万,0.24,0.64,19.2,0.45,1947,1.78万,10,308,33
1144,2018-02-27,马戏之王,7.7万,0.03,0.07,25.61,0.04,204,1883,10,378,40
1145,2018-02-27,坏爸爸,7万,0.03,0.01,100.0,0.0,29,2359,82,2425,29
1146,2018-02-27,人怕出名猪怕壮,5万,0.02,0.1,18.07,0.04,310,1603,6,160,31
1147,2018-02-27,无问西东,4.7万,0.02,0.06,15.55,0.04,175,1263,8,267,37
1148,2018-02-27,奇迹男孩,3.7万,0.02,0.05,16.69,0.03,157,1170,8,236,31
1149,2018-02-27,南极之恋,3.5万,0.01,0.04,21.55,0.02,136,1052,8,254,32
1150,2018-02-27,时空偷渡少女,3.4万,0.01,0.0,100.0,0.0,5,1024,205,6888,33
1151,2018-02-27,泡芙小姐,2.8万,0.01,0.01,95.37,0.0,33,783,24,838,35
1152,2018-02-27,忌日快乐,2.7万,0.01,0.04,18.72,0.02,121,852,8,223,31
1153,2018-02-27,三块广告牌,2.4万,0.01,0.0,100.0,0.0,4,261,66,5912,90
1154,2018-02-27,前任3：再见前任,2.2万,0.01,0.02,32.46,0.01,75,585,8,289,37
1155,2018-02-27,莫斯科陷落,2.2万,0.01,0.01,100.0,0.0,17,680,40,1265,31
1156,2018-02-27,小马宝莉大电影,2万,0.01,0.05,8.92,0.04,149,673,5,137,30
1157,2018-02-28,红海行动,1.11亿,50.2,34.07,41.45,42.18,10.32万,287.30万,28,1072,38
1158,2018-02-28,唐人街探案2,6217.4万,28.21,30.23,32.55,31.42,9.16万,168.08万,19,679,36
1159,2018-02-28,捉妖记2,2546.5万,11.56,16.38,32.59,12.9,4.96万,69.08万,14,513,36
1160,2018-02-28,熊出没·变形记,769.2万,3.49,7.11,25.98,5.3,2.15万,22.61万,11,357,34
1161,2018-02-28,西游记女儿国,693.7万,3.15,6.01,26.79,4.17,1.82万,18.34万,11,380,37
1162,2018-02-28,祖宗十九代,563.8万,2.56,4.6,31.05,3.3,1.39万,16.82万,13,404,33
1163,2018-02-28,爱在记忆消逝前,57.3万,0.26,0.67,26.38,0.39,2027,1.71万,9,282,33
1164,2018-02-28,坏爸爸,10.4万,0.05,0.01,100.0,0.01,43,3481,81,2417,29
1165,2018-02-28,马戏之王,8.3万,0.04,0.07,31.14,0.04,213,2065,10,390,40
1166,2018-02-28,人怕出名猪怕壮,7.2万,0.03,0.11,57.58,0.04,319,3607,12,225,19
1167,2018-02-28,无问西东,4.5万,0.02,0.06,18.34,0.04,173,1193,7,259,37
1168,2018-02-28,时空偷渡少女,4.3万,0.02,0.0,100.0,0.0,6,927,155,7088,45
1169,2018-02-28,奇迹男孩,3.1万,0.01,0.04,17.59,0.04,130,1094,9,237,28
1170,2018-02-28,泡芙小姐,3万,0.01,0.01,100.0,0.0,33,881,27,909,34
1171,2018-02-28,忌日快乐,3万,0.01,0.05,18.92,0.03,145,956,7,208,31
1172,2018-02-28,南极之恋,2.4万,0.01,0.04,16.92,0.03,135,713,6,178,33
1173,2018-02-28,芳华,2.3万,0.01,0.03,28.71,0.01,91,582,7,253,39
1174,2018-02-28,小马宝莉大电影,1.9万,0.01,0.04,10.7,0.03,135,595,5,139,31
1175,2018-02-28,前任3：再见前任,1.6万,0.01,0.02,22.7,0.01,74,404,6,221,40
1176,2018-02-28,金龟子,0.6万,0.0,0.02,10.47,0.01,53,219,5,111,27
1177,2018-03-01,红海行动,9728.9万,50.0,34.18,36.67,42.39,10.28万,253.63万,25,946,38
1178,2018-03-01,唐人街探案2,5553.7万,28.54,29.82,29.88,30.92,8.97万,150.76万,17,618,36
1179,2018-03-01,捉妖记2,2204.6万,11.33,16.0,29.2,12.58,4.81万,59.96万,13,457,36
1180,2018-03-01,西游记女儿国,616.6万,3.17,5.94,24.44,4.1,1.79万,16.35万,10,345,37
1181,2018-03-01,熊出没·变形记,573.3万,2.95,6.41,21.75,4.78,1.93万,16.96万,9,297,33
1182,2018-03-01,祖宗十九代,518.4万,2.66,4.61,28.25,3.39,1.39万,15.62万,12,373,33
1183,2018-03-01,爱在记忆消逝前,50.5万,0.26,0.67,23.11,0.39,2030,1.46万,8,248,34
1184,2018-03-01,妈妈咪鸭,44万,0.23,0.97,12.03,0.72,2921,1.41万,5,150,31
1185,2018-03-01,闺蜜2,37.4万,0.19,0.18,34.7,0.2,542,1.16万,22,690,32
1186,2018-03-01,坏爸爸,12.4万,0.06,0.02,100.0,0.02,50,4058,82,2476,30
1187,2018-03-01,马戏之王,7.3万,0.04,0.07,27.59,0.04,203,1710,9,361,42
1188,2018-03-01,人怕出名猪怕壮,6.8万,0.03,0.21,13.93,0.1,634,2219,4,107,30
1189,2018-03-01,无问西东,5.3万,0.03,0.06,20.35,0.04,190,1396,8,281,38
1190,2018-03-01,时空偷渡少女,3.7万,0.02,0.0,0.0,0.0,5,529,106,7402,69
1191,2018-03-01,宇宙有爱浪漫同游,2.9万,0.02,0.01,69.99,0.01,30,1073,36,979,27
1192,2018-03-01,奇迹男孩,2.7万,0.01,0.04,15.05,0.04,134,948,8,201,28
1193,2018-03-01,小萝莉的猴神大叔,2.5万,0.01,0.04,10.58,0.05,127,887,7,198,28
1194,2018-03-01,比得兔,2.5万,0.01,0.02,22.18,0.03,73,910,13,335,26
1195,2018-03-01,忌日快乐,2.3万,0.01,0.04,19.39,0.02,113,731,7,202,31
1196,2018-03-01,翻滚吧姐妹,2.2万,0.01,0.07,8.15,0.05,215,724,4,101,30
1197,2018-03-02,红海行动,1.33亿,39.64,24.44,51.39,33.26,8.00万,344.90万,44,1663,38
1198,2018-03-02,唐人街探案2,7133.2万,21.24,17.82,50.39,18.99,5.84万,193.11万,34,1222,36
1199,2018-03-02,厉害了，我的国,3814.3万,11.36,8.85,81.77,7.31,2.90万,120.63万,42,1315,31
1200,2018-03-02,闺蜜2,2705.9万,8.06,17.37,28.03,15.52,5.69万,87.80万,16,475,30
1201,2018-03-02,比得兔,1999万,5.95,10.17,42.63,8.08,3.33万,69.53万,21,600,28
1202,2018-03-02,捉妖记2,1559.7万,4.64,5.59,52.59,4.01,1.83万,42.51万,24,852,36
1203,2018-03-02,小萝莉的猴神大叔,1415.1万,4.21,6.27,39.73,5.77,2.05万,46.26万,23,688,30
1204,2018-03-02,熊出没·变形记,408.2万,1.22,1.81,43.56,1.43,5924,12.57万,22,689,32
1205,2018-03-02,三块广告牌,295.3万,0.88,0.64,58.77,0.66,2082,7.85万,38,1418,37
1206,2018-03-02,金钱世界,263.7万,0.79,2.69,20.16,2.1,8807,8.53万,10,299,30
1207,2018-03-02,西游记女儿国,244.9万,0.73,1.26,39.95,0.81,4133,6.57万,16,592,37
1208,2018-03-02,祖宗十九代,204.6万,0.61,1.06,44.29,0.71,3476,6.30万,19,588,32
1209,2018-03-02,宇宙有爱浪漫同游,92万,0.27,0.85,21.66,0.66,2785,2.90万,11,330,31
1210,2018-03-02,妈妈咪鸭,44.1万,0.13,0.53,14.35,0.49,1739,1.42万,9,253,31
1211,2018-03-02,爱在记忆消逝前,8.3万,0.02,0.06,34.38,0.03,188,2371,13,440,34
1212,2018-03-02,人怕出名猪怕壮,4万,0.01,0.12,9.67,0.07,404,1302,4,98,30
1213,2018-03-02,马戏之王,2.3万,0.01,0.01,100.0,0.0,26,596,23,895,39
1214,2018-03-02,无问西东,2.2万,0.01,0.01,44.58,0.01,36,580,17,603,37
1215,2018-03-02,南极之恋,1.9万,0.01,0.01,100.0,0.0,19,474,25,1007,40
1216,2018-03-02,泡芙小姐,1.7万,0.01,0.0,100.0,0.0,9,600,67,1890,28
1217,2018-03-03,红海行动,1.50亿,40.58,26.75,100.0,37.47,8.64万,389.27万,46,1739,38
1218,2018-03-03,唐人街探案2,7950.1万,21.46,19.4,100.0,20.71,6.27万,217.06万,35,1268,36
1219,2018-03-03,比得兔,3081.8万,8.32,10.36,100.0,7.54,3.35万,102.89万,31,920,29
1220,2018-03-03,厉害了，我的国,2938.1万,7.93,8.25,100.0,6.52,2.66万,92.35万,35,1102,31
1221,2018-03-03,小萝莉的猴神大叔,1984.8万,5.36,6.26,100.0,5.3,2.02万,62.82万,32,981,31
1222,2018-03-03,捉妖记2,1980.2万,5.34,6.4,100.0,4.64,2.07万,54.56万,27,957,36
1223,2018-03-03,闺蜜2,1439.8万,3.89,12.81,57.01,11.83,4.14万,44.81万,11,348,32
1224,2018-03-03,熊出没·变形记,841.3万,2.27,2.93,100.0,1.88,9472,25.65万,28,888,32
1225,2018-03-03,三块广告牌,615.5万,1.66,0.8,100.0,0.81,2572,16.00万,63,2393,38
1226,2018-03-03,西游记女儿国,295.9万,0.8,1.46,100.0,0.83,4711,7.98万,17,628,37
1227,2018-03-03,祖宗十九代,273.4万,0.74,1.23,100.0,0.39,3981,8.38万,22,686,32
1228,2018-03-03,金钱世界,238.7万,0.64,1.71,91.0,1.13,5522,6.83万,13,432,34
1229,2018-03-03,妈妈咪鸭,91.7万,0.25,0.7,87.02,0.48,2260,2.77万,13,405,33
1230,2018-03-03,宇宙有爱浪漫同游,24.2万,0.07,0.36,44.83,0.3,1160,8989,8,208,26
1231,2018-03-03,爱在记忆消逝前,17.4万,0.05,0.08,100.0,0.04,247,4536,19,706,38
1232,2018-03-03,无问西东,4.6万,0.01,0.02,100.0,0.01,54,1034,20,848,44
1233,2018-03-03,奇迹男孩,4.1万,0.01,0.02,100.0,0.01,49,1253,26,845,33
1234,2018-03-03,人怕出名猪怕壮,3.1万,0.01,0.05,51.21,0.03,169,1012,6,185,30
1235,2018-03-03,马戏之王,2.4万,0.01,0.01,100.0,0.01,23,622,28,1058,39
1236,2018-03-03,忌日快乐,1.1万,0.0,0.01,100.0,0.0,39,354,10,281,30
1237,2018-03-04,红海行动,1.12亿,38.17,27.51,100.0,38.42,8.77万,290.97万,34,1272,38
1238,2018-03-04,唐人街探案2,5791.5万,19.8,20.13,100.0,21.48,6.42万,158.73万,25,902,36
1239,2018-03-04,比得兔,2927.5万,10.01,10.68,100.0,8.14,3.41万,96.14万,29,859,30
1240,2018-03-04,厉害了，我的国,2531.1万,8.65,7.98,100.0,6.22,2.55万,78.91万,32,994,32
